booking_id,hotel_name,city,country,hotel_type,room_type,booking_date,check_in_date,check_out_date,length_of_stay,num_guests,room_rate,total_revenue,customer_segment,booking_channel,is_cancelled,rating,adr,revpar,year,month,month_name,quarter,weekday,is_weekend,year_month,revenue_segment,stay_segment,occupancy_rate,cancellation_rate
BK012943,Boutique Hotel Berlin,Berlin,DE,Boutique,Single,2024-11-14,2025-02-01,2025-02-02,1,3,82.31,82.31,Leisure,Booking.com,0,4.5,82.31,82.31,2025,2,February,1,Saturday,True,2025-02,Low,Short (1-2),1.0,0.0
BK012944,Boutique Hotel Sydney,Sydney,AU,Boutique,Twin,2023-08-01,2023-08-07,2023-08-21,14,4,221.42,3099.91,Family,Booking.com,0,2.7,221.42,221.42,2023,8,August,3,Monday,False,2023-08,Very High,Extended (10+),1.0,0.0
BK012945,Resort Hotel Rome,Rome,IT,Resort,Double,2024-05-19,2024-08-10,2024-08-14,4,1,341.43,1365.72,Leisure,Trivago,0,5.0,341.43,341.43,2024,8,August,3,Saturday,True,2024-08,Very High,Medium (3-5),1.0,0.0
BK012946,Luxury Hotel Sydney,Sydney,AU,Luxury,Double,2024-05-03,2024-07-05,2024-07-09,4,3,534.37,2137.47,Family,Expedia,0,4.2,534.37,534.37,2024,7,July,3,Friday,False,2024-07,Very High,Medium (3-5),1.0,0.0
BK012947,Business Hotel Barcelona,Barcelona,ES,Business,Deluxe,2023-03-25,2023-08-23,2023-08-25,2,2,138.93,277.86,Family,Trivago,0,4.4,138.93,138.93,2023,8,August,3,Wednesday,False,2023-08,Medium,Short (1-2),1.0,0.0
BK012948,Budget Hotel Tokyo,Tokyo,JP,Budget,Standard,2023-03-26,2023-07-23,2023-07-25,2,4,90.17,180.33,Couple,Direct,0,4.2,90.17,90.17,2023,7,July,3,Sunday,True,2023-07,Low,Short (1-2),1.0,0.0
BK012949,Resort Hotel New York,New York,US,Resort,Deluxe,2023-02-25,2023-04-01,2023-04-05,4,1,585.99,2343.94,Couple,Trivago,0,2.8,585.99,585.99,2023,4,April,2,Saturday,True,2023-04,Very High,Medium (3-5),1.0,0.0
BK012950,Airport Hotel Berlin,Berlin,DE,Airport,Twin,2023-03-21,2023-05-02,2023-05-07,5,1,117.31,586.54,Family,Direct,0,3.7,117.31,117.31,2023,5,May,2,Tuesday,False,2023-05,High,Medium (3-5),1.0,0.0
BK012951,Business Hotel London,London,GB,Business,Standard,2023-07-28,2023-11-28,2023-12-01,3,1,180.72,542.17,Leisure,Booking.com,0,4.0,180.72,180.72,2023,11,November,4,Tuesday,False,2023-11,High,Medium (3-5),1.0,0.0
BK012952,Airport Hotel Toronto,Toronto,CA,Airport,Twin,2023-09-27,2023-11-24,2023-11-27,3,3,119.03,357.09,Business,Hotels.com,0,5.0,119.03,119.03,2023,11,November,4,Friday,False,2023-11,Medium,Medium (3-5),1.0,0.0
BK012953,Luxury Hotel Barcelona,Barcelona,ES,Luxury,Deluxe,2023-08-11,2023-11-23,2023-11-27,4,1,264.03,1056.12,Business,Trivago,0,2.8,264.03,264.03,2023,11,November,4,Thursday,False,2023-11,Very High,Medium (3-5),1.0,0.0
BK012954,Business Hotel Sydney,Sydney,AU,Business,Standard,2024-07-01,2024-07-16,2024-07-20,4,3,236.54,946.16,Couple,Agoda,0,4.6,236.54,236.54,2024,7,July,3,Tuesday,False,2024-07,High,Medium (3-5),1.0,0.0
BK012955,Luxury Hotel New York,New York,US,Luxury,Suite,2023-07-23,2023-09-05,2023-09-07,2,2,769.09,1538.18,Family,Direct,1,,769.09,769.09,2023,9,September,3,Tuesday,False,2023-09,Very High,Short (1-2),1.0,1.0
BK012956,Airport Hotel New York,New York,US,Airport,Double,2023-02-28,2023-07-07,2023-07-11,4,1,339.85,1359.38,Business,Trivago,0,3.6,339.85,339.85,2023,7,July,3,Friday,False,2023-07,Very High,Medium (3-5),1.0,0.0
BK012957,Boutique Hotel Singapore,Singapore,SG,Boutique,Suite,2023-04-05,2023-06-10,2023-06-11,1,3,160.72,160.72,Leisure,Booking.com,0,4.5,160.72,160.72,2023,6,June,2,Saturday,True,2023-06,Low,Short (1-2),1.0,0.0
BK012958,Resort Hotel Dubai,Dubai,AE,Resort,Standard,2023-02-10,2023-02-15,2023-02-16,1,2,391.42,391.42,Leisure,Trivago,0,5.0,391.42,391.42,2023,2,February,1,Wednesday,False,2023-02,Medium,Short (1-2),1.0,0.0
BK012959,Business Hotel Berlin,Berlin,DE,Business,Double,2023-06-18,2023-07-14,2023-07-19,5,3,128.85,644.26,Leisure,Expedia,0,4.0,128.85,128.85,2023,7,July,3,Friday,False,2023-07,High,Medium (3-5),1.0,0.0
BK012960,Budget Hotel London,London,GB,Budget,Suite,2024-08-12,2024-11-07,2024-11-08,1,2,89.51,89.51,Family,Direct,0,4.0,89.51,89.51,2024,11,November,4,Thursday,False,2024-11,Low,Short (1-2),1.0,0.0
BK012961,Airport Hotel Singapore,Singapore,SG,Airport,Suite,2023-02-26,2023-04-12,2023-04-15,3,3,141.07,423.22,Leisure,Booking.com,0,4.2,141.07,141.07,2023,4,April,2,Wednesday,False,2023-04,Medium,Medium (3-5),1.0,0.0
BK012962,Boutique Hotel Dubai,Dubai,AE,Boutique,Suite,2024-05-22,2024-08-28,2024-08-29,1,1,253.23,253.23,Family,Trivago,0,4.5,253.23,253.23,2024,8,August,3,Wednesday,False,2024-08,Medium,Short (1-2),1.0,0.0
BK012963,Boutique Hotel Berlin,Berlin,DE,Boutique,Single,2024-05-03,2024-09-01,2024-09-04,3,2,112.52,337.55,Business,Booking.com,0,4.0,112.52,112.52,2024,9,September,3,Sunday,True,2024-09,Medium,Medium (3-5),1.0,0.0
BK012964,Luxury Hotel London,London,GB,Luxury,Suite,2024-11-25,2025-05-02,2025-05-09,7,2,468.18,3277.23,Solo,Trivago,0,3.0,468.18,468.18,2025,5,May,2,Friday,False,2025-05,Very High,Long (6-10),1.0,0.0
BK012965,Budget Hotel New York,New York,US,Budget,Deluxe,2023-05-08,2023-08-08,2023-08-11,3,3,209.23,627.68,Couple,Expedia,0,3.4,209.23,209.23,2023,8,August,3,Tuesday,False,2023-08,High,Medium (3-5),1.0,0.0
BK012966,Airport Hotel London,London,GB,Airport,Single,2024-11-09,2024-12-20,2024-12-23,3,2,284.11,852.32,Solo,Trivago,0,4.2,284.11,284.11,2024,12,December,4,Friday,False,2024-12,High,Medium (3-5),1.0,0.0
BK012967,Budget Hotel Berlin,Berlin,DE,Budget,Double,2024-03-18,2024-07-29,2024-07-30,1,2,83.9,83.9,Couple,Booking.com,0,3.2,83.9,83.9,2024,7,July,3,Monday,False,2024-07,Low,Short (1-2),1.0,0.0
BK012968,Resort Hotel Singapore,Singapore,SG,Resort,Double,2023-03-20,2023-06-15,2023-06-20,5,3,457.33,2286.65,Couple,Trivago,0,5.0,457.33,457.33,2023,6,June,2,Thursday,False,2023-06,Very High,Medium (3-5),1.0,0.0
BK012969,Boutique Hotel Singapore,Singapore,SG,Boutique,Single,2024-06-21,2024-07-14,2024-07-17,3,2,222.61,667.84,Business,Trivago,1,,222.61,222.61,2024,7,July,3,Sunday,True,2024-07,High,Medium (3-5),1.0,1.0
BK012970,Airport Hotel London,London,GB,Airport,Twin,2024-12-29,2025-06-23,2025-06-27,4,1,244.66,978.65,Solo,Trivago,0,5.0,244.66,244.66,2025,6,June,2,Monday,False,2025-06,High,Medium (3-5),1.0,0.0
BK012971,Luxury Hotel Tokyo,Tokyo,JP,Luxury,Double,2023-03-11,2023-05-07,2023-05-09,2,3,402.45,804.89,Leisure,Expedia,0,3.3,402.45,402.45,2023,5,May,2,Sunday,True,2023-05,High,Short (1-2),1.0,0.0
BK012972,Boutique Hotel Amsterdam,Amsterdam,NL,Boutique,Double,2023-05-10,2023-05-17,2023-05-21,4,1,154.0,616.02,Couple,Booking.com,0,3.9,154.0,154.0,2023,5,May,2,Wednesday,False,2023-05,High,Medium (3-5),1.0,0.0
BK012973,Airport Hotel Sydney,Sydney,AU,Airport,Standard,2023-06-19,2023-08-24,2023-08-27,3,4,270.86,812.58,Couple,Booking.com,0,4.4,270.86,270.86,2023,8,August,3,Thursday,False,2023-08,High,Medium (3-5),1.0,0.0
BK012974,Luxury Hotel New York,New York,US,Luxury,Single,2024-05-04,2024-05-30,2024-06-01,2,2,755.05,1510.1,Couple,Booking.com,1,,755.05,755.05,2024,5,May,2,Thursday,False,2024-05,Very High,Short (1-2),1.0,1.0
BK012975,Airport Hotel Rome,Rome,IT,Airport,Double,2023-11-07,2024-03-15,2024-03-16,1,2,114.23,114.23,Couple,Expedia,0,3.9,114.23,114.23,2024,3,March,1,Friday,False,2024-03,Low,Short (1-2),1.0,0.0
BK012976,Airport Hotel Berlin,Berlin,DE,Airport,Single,2023-12-15,2024-01-07,2024-01-11,4,1,76.78,307.1,Business,Booking.com,1,,76.78,76.78,2024,1,January,1,Sunday,True,2024-01,Medium,Medium (3-5),1.0,1.0
BK012977,Business Hotel Barcelona,Barcelona,ES,Business,Suite,2023-05-29,2023-11-19,2023-11-29,10,4,113.06,1130.58,Family,Booking.com,0,5.0,113.06,113.06,2023,11,November,4,Sunday,True,2023-11,Very High,Long (6-10),1.0,0.0
BK012978,Airport Hotel Dubai,Dubai,AE,Airport,Suite,2023-06-17,2023-08-22,2023-08-23,1,4,288.23,288.23,Business,Trivago,1,,288.23,288.23,2023,8,August,3,Tuesday,False,2023-08,Medium,Short (1-2),1.0,1.0
BK012979,Budget Hotel Sydney,Sydney,AU,Budget,Single,2023-10-27,2023-12-28,2024-01-04,7,1,123.54,864.76,Leisure,Hotels.com,0,5.0,123.54,123.54,2023,12,December,4,Thursday,False,2023-12,High,Long (6-10),1.0,0.0
BK012980,Resort Hotel Amsterdam,Amsterdam,NL,Resort,Single,2023-08-10,2023-08-25,2023-08-29,4,1,311.0,1244.0,Family,Hotels.com,0,5.0,311.0,311.0,2023,8,August,3,Friday,False,2023-08,Very High,Medium (3-5),1.0,0.0
BK012981,Resort Hotel Tokyo,Tokyo,JP,Resort,Suite,2023-01-28,2023-02-13,2023-02-23,10,3,197.44,1974.38,Family,Direct,0,4.3,197.44,197.44,2023,2,February,1,Monday,False,2023-02,Very High,Long (6-10),1.0,0.0
BK012982,Luxury Hotel New York,New York,US,Luxury,Deluxe,2023-02-16,2023-08-01,2023-08-06,5,2,843.63,4218.15,Family,Booking.com,0,5.0,843.63,843.63,2023,8,August,3,Tuesday,False,2023-08,Very High,Medium (3-5),1.0,0.0
BK012983,Boutique Hotel Berlin,Berlin,DE,Boutique,Standard,2023-01-26,2023-05-05,2023-05-07,2,2,105.22,210.45,Business,Hotels.com,0,4.1,105.22,105.22,2023,5,May,2,Friday,False,2023-05,Medium,Short (1-2),1.0,0.0
BK012984,Budget Hotel Amsterdam,Amsterdam,NL,Budget,Standard,2024-09-01,2024-12-07,2024-12-10,3,1,69.56,208.67,Couple,Expedia,0,3.8,69.56,69.56,2024,12,December,4,Saturday,True,2024-12,Medium,Medium (3-5),1.0,0.0
BK012985,Airport Hotel London,London,GB,Airport,Single,2023-07-12,2023-11-04,2023-11-05,1,3,170.6,170.6,Family,Booking.com,1,,170.6,170.6,2023,11,November,4,Saturday,True,2023-11,Low,Short (1-2),1.0,1.0
BK012986,Budget Hotel Rome,Rome,IT,Budget,Suite,2023-07-05,2023-08-12,2023-08-14,2,3,101.98,203.95,Solo,Agoda,0,4.4,101.98,101.98,2023,8,August,3,Saturday,True,2023-08,Medium,Short (1-2),1.0,0.0
BK012987,Business Hotel Paris,Paris,FR,Business,Single,2023-03-01,2023-05-06,2023-05-13,7,3,215.49,1508.4,Solo,Booking.com,0,3.6,215.49,215.49,2023,5,May,2,Saturday,True,2023-05,Very High,Long (6-10),1.0,0.0
BK012988,Airport Hotel Dubai,Dubai,AE,Airport,Single,2024-06-21,2024-10-03,2024-10-10,7,1,231.83,1622.81,Family,Expedia,0,3.3,231.83,231.83,2024,10,October,4,Thursday,False,2024-10,Very High,Long (6-10),1.0,0.0
BK012989,Airport Hotel Toronto,Toronto,CA,Airport,Suite,2023-10-29,2023-12-29,2023-12-30,1,1,203.0,203.0,Solo,Hotels.com,1,,203.0,203.0,2023,12,December,4,Friday,False,2023-12,Medium,Short (1-2),1.0,1.0
BK012990,Business Hotel Amsterdam,Amsterdam,NL,Business,Standard,2024-08-17,2024-12-11,2024-12-14,3,2,188.91,566.74,Business,Hotels.com,0,4.7,188.91,188.91,2024,12,December,4,Wednesday,False,2024-12,High,Medium (3-5),1.0,0.0
BK012991,Resort Hotel Berlin,Berlin,DE,Resort,Deluxe,2023-01-10,2023-06-12,2023-06-17,5,2,269.88,1349.41,Solo,Booking.com,0,3.9,269.88,269.88,2023,6,June,2,Monday,False,2023-06,Very High,Medium (3-5),1.0,0.0
BK012992,Airport Hotel Tokyo,Tokyo,JP,Airport,Standard,2024-02-07,2024-03-10,2024-03-11,1,1,184.85,184.85,Leisure,Expedia,1,,184.85,184.85,2024,3,March,1,Sunday,True,2024-03,Low,Short (1-2),1.0,1.0
BK012993,Budget Hotel Toronto,Toronto,CA,Budget,Double,2023-03-27,2023-06-08,2023-06-11,3,2,106.71,320.12,Couple,Hotels.com,1,,106.71,106.71,2023,6,June,2,Thursday,False,2023-06,Medium,Medium (3-5),1.0,1.0
BK012994,Luxury Hotel London,London,GB,Luxury,Suite,2024-05-20,2024-10-05,2024-10-08,3,1,313.83,941.49,Family,Hotels.com,0,4.7,313.83,313.83,2024,10,October,4,Saturday,True,2024-10,High,Medium (3-5),1.0,0.0
BK012995,Budget Hotel Rome,Rome,IT,Budget,Double,2024-11-13,2025-02-09,2025-02-14,5,3,66.72,333.59,Business,Direct,0,4.6,66.72,66.72,2025,2,February,1,Sunday,True,2025-02,Medium,Medium (3-5),1.0,0.0
BK012996,Airport Hotel Sydney,Sydney,AU,Airport,Suite,2024-10-22,2025-04-15,2025-04-16,1,3,167.62,167.62,Family,Booking.com,1,,167.62,167.62,2025,4,April,2,Tuesday,False,2025-04,Low,Short (1-2),1.0,1.0
BK012997,Luxury Hotel London,London,GB,Luxury,Twin,2023-07-26,2024-01-14,2024-01-24,10,1,384.44,3844.44,Couple,Hotels.com,0,5.0,384.44,384.44,2024,1,January,1,Sunday,True,2024-01,Very High,Long (6-10),1.0,0.0
BK012998,Airport Hotel New York,New York,US,Airport,Deluxe,2024-09-13,2025-02-04,2025-02-07,3,2,216.88,650.65,Leisure,Direct,1,,216.88,216.88,2025,2,February,1,Tuesday,False,2025-02,High,Medium (3-5),1.0,1.0
BK012999,Budget Hotel Berlin,Berlin,DE,Budget,Single,2024-06-09,2024-11-07,2024-11-12,5,3,52.56,262.79,Family,Expedia,0,3.1,52.56,52.56,2024,11,November,4,Thursday,False,2024-11,Medium,Medium (3-5),1.0,0.0
BK013000,Airport Hotel Singapore,Singapore,SG,Airport,Twin,2023-01-09,2023-02-06,2023-02-10,4,4,144.98,579.9,Family,Agoda,0,4.5,144.98,144.98,2023,2,February,1,Monday,False,2023-02,High,Medium (3-5),1.0,0.0
BK013001,Airport Hotel Berlin,Berlin,DE,Airport,Suite,2024-02-15,2024-03-28,2024-04-01,4,1,77.87,311.47,Solo,Booking.com,0,3.9,77.87,77.87,2024,3,March,1,Thursday,False,2024-03,Medium,Medium (3-5),1.0,0.0
BK013002,Boutique Hotel Berlin,Berlin,DE,Boutique,Single,2024-05-31,2024-06-17,2024-07-01,14,2,108.78,1522.89,Leisure,Expedia,0,3.9,108.78,108.78,2024,6,June,2,Monday,False,2024-06,Very High,Extended (10+),1.0,0.0
BK013003,Budget Hotel Barcelona,Barcelona,ES,Budget,Deluxe,2023-05-02,2023-10-08,2023-10-09,1,3,68.18,68.18,Family,Agoda,0,4.4,68.18,68.18,2023,10,October,4,Sunday,True,2023-10,Low,Short (1-2),1.0,0.0
BK013004,Business Hotel Singapore,Singapore,SG,Business,Double,2024-11-19,2025-02-03,2025-02-10,7,3,128.09,896.65,Solo,Direct,1,,128.09,128.09,2025,2,February,1,Monday,False,2025-02,High,Long (6-10),1.0,1.0
BK013005,Airport Hotel Rome,Rome,IT,Airport,Deluxe,2023-12-02,2023-12-07,2023-12-10,3,1,158.32,474.97,Couple,Trivago,0,3.2,158.32,158.32,2023,12,December,4,Thursday,False,2023-12,Medium,Medium (3-5),1.0,0.0
BK013006,Budget Hotel Singapore,Singapore,SG,Budget,Twin,2024-06-26,2024-06-30,2024-07-02,2,1,119.39,238.77,Couple,Hotels.com,0,4.2,119.39,119.39,2024,6,June,2,Sunday,True,2024-06,Medium,Short (1-2),1.0,0.0
BK013007,Resort Hotel London,London,GB,Resort,Double,2023-09-10,2023-11-28,2023-11-30,2,4,358.12,716.23,Couple,Direct,0,4.8,358.12,358.12,2023,11,November,4,Tuesday,False,2023-11,High,Short (1-2),1.0,0.0
BK013008,Luxury Hotel Dubai,Dubai,AE,Luxury,Single,2024-06-25,2024-09-01,2024-09-02,1,1,491.13,491.13,Couple,Booking.com,1,,491.13,491.13,2024,9,September,3,Sunday,True,2024-09,Medium,Short (1-2),1.0,1.0
BK013009,Airport Hotel Sydney,Sydney,AU,Airport,Standard,2023-01-08,2023-06-12,2023-06-15,3,3,163.3,489.9,Solo,Trivago,0,5.0,163.3,163.3,2023,6,June,2,Monday,False,2023-06,Medium,Medium (3-5),1.0,0.0
BK013010,Boutique Hotel Sydney,Sydney,AU,Boutique,Single,2023-03-06,2023-05-10,2023-05-12,2,2,160.96,321.92,Leisure,Trivago,0,4.7,160.96,160.96,2023,5,May,2,Wednesday,False,2023-05,Medium,Short (1-2),1.0,0.0
BK013011,Boutique Hotel New York,New York,US,Boutique,Twin,2024-08-24,2025-02-01,2025-02-05,4,3,259.7,1038.8,Business,Booking.com,0,4.8,259.7,259.7,2025,2,February,1,Saturday,True,2025-02,Very High,Medium (3-5),1.0,0.0
BK013012,Boutique Hotel Toronto,Toronto,CA,Boutique,Deluxe,2023-09-26,2023-11-27,2023-12-01,4,4,149.29,597.17,Business,Booking.com,0,3.8,149.29,149.29,2023,11,November,4,Monday,False,2023-11,High,Medium (3-5),1.0,0.0
BK013013,Business Hotel Dubai,Dubai,AE,Business,Standard,2024-07-27,2024-08-26,2024-08-28,2,3,286.02,572.03,Leisure,Booking.com,0,3.4,286.02,286.02,2024,8,August,3,Monday,False,2024-08,High,Short (1-2),1.0,0.0
BK013014,Business Hotel New York,New York,US,Business,Deluxe,2023-07-14,2023-07-23,2023-07-26,3,1,301.75,905.24,Family,Expedia,0,4.4,301.75,301.75,2023,7,July,3,Sunday,True,2023-07,High,Medium (3-5),1.0,0.0
BK013015,Resort Hotel New York,New York,US,Resort,Standard,2023-09-09,2024-02-18,2024-02-19,1,1,368.98,368.98,Couple,Direct,0,5.0,368.98,368.98,2024,2,February,1,Sunday,True,2024-02,Medium,Short (1-2),1.0,0.0
BK013016,Budget Hotel London,London,GB,Budget,Standard,2023-05-05,2023-07-08,2023-07-10,2,3,148.41,296.82,Family,Booking.com,0,4.3,148.41,148.41,2023,7,July,3,Saturday,True,2023-07,Medium,Short (1-2),1.0,0.0
BK013017,Budget Hotel Berlin,Berlin,DE,Budget,Single,2023-04-13,2023-07-07,2023-07-08,1,3,74.52,74.52,Business,Direct,0,5.0,74.52,74.52,2023,7,July,3,Friday,False,2023-07,Low,Short (1-2),1.0,0.0
BK013018,Resort Hotel Amsterdam,Amsterdam,NL,Resort,Twin,2023-08-03,2024-01-08,2024-01-10,2,2,222.78,445.56,Business,Booking.com,1,,222.78,222.78,2024,1,January,1,Monday,False,2024-01,Medium,Short (1-2),1.0,1.0
BK013019,Luxury Hotel London,London,GB,Luxury,Standard,2024-04-16,2024-07-26,2024-07-29,3,2,824.52,2473.56,Couple,Trivago,0,5.0,824.52,824.52,2024,7,July,3,Friday,False,2024-07,Very High,Medium (3-5),1.0,0.0
BK013020,Business Hotel Amsterdam,Amsterdam,NL,Business,Single,2024-04-06,2024-05-21,2024-05-23,2,3,152.56,305.12,Solo,Booking.com,0,3.8,152.56,152.56,2024,5,May,2,Tuesday,False,2024-05,Medium,Short (1-2),1.0,0.0
BK013021,Budget Hotel Paris,Paris,FR,Budget,Suite,2024-02-02,2024-07-04,2024-07-14,10,2,151.04,1510.38,Leisure,Trivago,0,4.2,151.04,151.04,2024,7,July,3,Thursday,False,2024-07,Very High,Long (6-10),1.0,0.0
BK013022,Budget Hotel Dubai,Dubai,AE,Budget,Single,2023-01-18,2023-05-07,2023-05-09,2,4,162.4,324.8,Business,Direct,0,5.0,162.4,162.4,2023,5,May,2,Sunday,True,2023-05,Medium,Short (1-2),1.0,0.0
BK013023,Airport Hotel Amsterdam,Amsterdam,NL,Airport,Single,2023-06-20,2023-07-03,2023-07-04,1,2,181.1,181.1,Family,Hotels.com,0,3.3,181.1,181.1,2023,7,July,3,Monday,False,2023-07,Low,Short (1-2),1.0,0.0
BK013024,Luxury Hotel Rome,Rome,IT,Luxury,Deluxe,2024-12-25,2025-03-04,2025-03-14,10,1,324.23,3242.33,Business,Booking.com,0,4.0,324.23,324.23,2025,3,March,1,Tuesday,False,2025-03,Very High,Long (6-10),1.0,0.0
BK013025,Resort Hotel Amsterdam,Amsterdam,NL,Resort,Single,2023-09-16,2023-09-29,2023-10-01,2,2,183.81,367.62,Business,Booking.com,0,5.0,183.81,183.81,2023,9,September,3,Friday,False,2023-09,Medium,Short (1-2),1.0,0.0
BK013026,Luxury Hotel London,London,GB,Luxury,Deluxe,2024-09-26,2025-01-20,2025-01-21,1,2,420.11,420.11,Business,Booking.com,0,4.4,420.11,420.11,2025,1,January,1,Monday,False,2025-01,Medium,Short (1-2),1.0,0.0
BK013027,Resort Hotel Tokyo,Tokyo,JP,Resort,Single,2024-07-09,2024-09-19,2024-09-24,5,2,213.18,1065.89,Family,Booking.com,0,4.7,213.18,213.18,2024,9,September,3,Thursday,False,2024-09,Very High,Medium (3-5),1.0,0.0
BK013028,Luxury Hotel Barcelona,Barcelona,ES,Luxury,Suite,2024-01-28,2024-05-26,2024-05-29,3,2,295.93,887.79,Solo,Direct,0,3.6,295.93,295.93,2024,5,May,2,Sunday,True,2024-05,High,Medium (3-5),1.0,0.0
BK013029,Luxury Hotel Sydney,Sydney,AU,Luxury,Standard,2024-02-19,2024-06-30,2024-07-03,3,1,661.62,1984.85,Leisure,Agoda,0,3.9,661.62,661.62,2024,6,June,2,Sunday,True,2024-06,Very High,Medium (3-5),1.0,0.0
BK013030,Business Hotel Berlin,Berlin,DE,Business,Single,2024-11-06,2024-11-25,2024-11-26,1,4,83.94,83.94,Business,Trivago,0,3.8,83.94,83.94,2024,11,November,4,Monday,False,2024-11,Low,Short (1-2),1.0,0.0
BK013031,Business Hotel New York,New York,US,Business,Single,2024-05-15,2024-05-19,2024-05-22,3,3,258.68,776.03,Business,Trivago,1,,258.68,258.68,2024,5,May,2,Sunday,True,2024-05,High,Medium (3-5),1.0,1.0
BK013032,Business Hotel Rome,Rome,IT,Business,Suite,2024-01-17,2024-03-27,2024-04-01,5,2,117.61,588.06,Solo,Booking.com,0,4.1,117.61,117.61,2024,3,March,1,Wednesday,False,2024-03,High,Medium (3-5),1.0,0.0
BK013033,Resort Hotel Singapore,Singapore,SG,Resort,Twin,2024-01-07,2024-02-09,2024-02-12,3,4,283.27,849.81,Family,Trivago,1,,283.27,283.27,2024,2,February,1,Friday,False,2024-02,High,Medium (3-5),1.0,1.0
BK013034,Budget Hotel Barcelona,Barcelona,ES,Budget,Single,2023-11-16,2024-04-06,2024-04-09,3,3,70.26,210.78,Couple,Trivago,0,3.5,70.26,70.26,2024,4,April,2,Saturday,True,2024-04,Medium,Medium (3-5),1.0,0.0
BK013035,Boutique Hotel Tokyo,Tokyo,JP,Boutique,Twin,2023-03-05,2023-08-17,2023-08-31,14,4,219.09,3067.31,Couple,Booking.com,0,4.4,219.09,219.09,2023,8,August,3,Thursday,False,2023-08,Very High,Extended (10+),1.0,0.0
BK013036,Resort Hotel Barcelona,Barcelona,ES,Resort,Twin,2023-12-08,2024-04-24,2024-04-28,4,2,189.46,757.82,Solo,Direct,0,5.0,189.46,189.46,2024,4,April,2,Wednesday,False,2024-04,High,Medium (3-5),1.0,0.0
BK013037,Boutique Hotel Singapore,Singapore,SG,Boutique,Suite,2023-10-15,2024-04-01,2024-04-03,2,3,170.85,341.7,Business,Agoda,0,3.5,170.85,170.85,2024,4,April,2,Monday,False,2024-04,Medium,Short (1-2),1.0,0.0
BK013038,Luxury Hotel Berlin,Berlin,DE,Luxury,Suite,2023-03-20,2023-09-01,2023-09-04,3,3,199.73,599.19,Business,Booking.com,1,,199.73,199.73,2023,9,September,3,Friday,False,2023-09,High,Medium (3-5),1.0,1.0
BK013039,Business Hotel Barcelona,Barcelona,ES,Business,Single,2023-02-28,2023-03-19,2023-03-20,1,3,122.4,122.4,Couple,Booking.com,0,3.8,122.4,122.4,2023,3,March,1,Sunday,True,2023-03,Low,Short (1-2),1.0,0.0
BK013040,Boutique Hotel Rome,Rome,IT,Boutique,Twin,2023-06-07,2023-11-30,2023-12-05,5,3,117.47,587.37,Business,Trivago,0,4.1,117.47,117.47,2023,11,November,4,Thursday,False,2023-11,High,Medium (3-5),1.0,0.0
BK013041,Boutique Hotel Rome,Rome,IT,Boutique,Double,2023-10-28,2024-01-31,2024-02-02,2,3,112.21,224.41,Business,Booking.com,1,,112.21,112.21,2024,1,January,1,Wednesday,False,2024-01,Medium,Short (1-2),1.0,1.0
BK013042,Business Hotel Amsterdam,Amsterdam,NL,Business,Standard,2023-05-15,2023-05-30,2023-06-06,7,1,172.76,1209.32,Family,Direct,0,3.1,172.76,172.76,2023,5,May,2,Tuesday,False,2023-05,Very High,Long (6-10),1.0,0.0
BK013043,Boutique Hotel Singapore,Singapore,SG,Boutique,Suite,2023-11-14,2024-02-09,2024-02-12,3,1,129.56,388.68,Family,Booking.com,0,3.5,129.56,129.56,2024,2,February,1,Friday,False,2024-02,Medium,Medium (3-5),1.0,0.0
BK013044,Resort Hotel Paris,Paris,FR,Resort,Twin,2023-01-23,2023-07-14,2023-07-17,3,3,397.37,1192.12,Family,Booking.com,0,2.2,397.37,397.37,2023,7,July,3,Friday,False,2023-07,Very High,Medium (3-5),1.0,0.0
BK013045,Luxury Hotel Sydney,Sydney,AU,Luxury,Suite,2024-04-04,2024-05-22,2024-05-25,3,3,428.87,1286.62,Solo,Trivago,0,5.0,428.87,428.87,2024,5,May,2,Wednesday,False,2024-05,Very High,Medium (3-5),1.0,0.0
BK013046,Airport Hotel New York,New York,US,Airport,Standard,2023-03-08,2023-07-30,2023-08-03,4,3,356.24,1424.95,Couple,Booking.com,0,3.8,356.24,356.24,2023,7,July,3,Sunday,True,2023-07,Very High,Medium (3-5),1.0,0.0
BK013047,Luxury Hotel Dubai,Dubai,AE,Luxury,Single,2023-07-29,2023-09-03,2023-09-05,2,1,654.66,1309.32,Business,Booking.com,1,,654.66,654.66,2023,9,September,3,Sunday,True,2023-09,Very High,Short (1-2),1.0,1.0
BK013048,Business Hotel Toronto,Toronto,CA,Business,Suite,2023-04-06,2023-09-29,2023-09-30,1,2,148.15,148.15,Family,Expedia,0,2.9,148.15,148.15,2023,9,September,3,Friday,False,2023-09,Low,Short (1-2),1.0,0.0
BK013049,Resort Hotel London,London,GB,Resort,Standard,2023-06-24,2023-07-03,2023-07-05,2,2,502.6,1005.2,Leisure,Booking.com,0,5.0,502.6,502.6,2023,7,July,3,Monday,False,2023-07,Very High,Short (1-2),1.0,0.0
BK013050,Resort Hotel Barcelona,Barcelona,ES,Resort,Deluxe,2024-07-09,2024-12-30,2025-01-01,2,1,286.24,572.48,Business,Trivago,0,3.5,286.24,286.24,2024,12,December,4,Monday,False,2024-12,High,Short (1-2),1.0,0.0
